CAR_ID,TRIPS,TIME_INTERVAL,SEAT_BELTS,ENGINE_IDLE,CLUTCH,WATER_PUMP,,,
Car12,T1,10,1,610,0,3,,,,
Car12,T1,15,1,620,0,3,,,,
Car12,T1,20,1,635,0,3,,,,
Car12,T1,25,1,642,0,3,,,,
Car12,T1,30,1,648,0,3,,,,
Car12,T1,35,1,653,0,3,,,,
Car12,T1,40,1,656,0,3,,,,
Car12,T1,45,1,662,-1,1,,,,
Car12,T1,50,1,662,-1,1,,,,
Car12,T1,55,1,668,-1,1,,,,
Car12,T1,60,1,600,-1,1,,,,
Car12,T2,5,1,600,1,5,,,,
Car12,T2,10,1,620,1,5,,,,
Car12,T2,15,1,632,1,5,,,,
Car12,T2,20,1,638,1,5,,,,
Car12,T2,25,1,648,1,5,,,,
Car12,T2,30,1,656,1,5,,,,
Car12,T2,35,1,669,1,5,,,,
Car12,T2,40,1,673,1,5,,,,
Car12,T2,45,1,678,1,5,,,,
Car12,T2,50,1,684,1,5,,,,
Car12,T2,55,1,690,1,5,,,,
Car12,T2,60,1,710,0,3,,,,
Car12,T3,5,1,600,0,3,,,,
Car12,T3,10,1,610,0,3,,,,
Car12,T3,15,1,620,0,3,,,,
Car12,T3,20,1,630,0,3,,,,
Car12,T3,25,1,640,0,3,,,,
Car12,T3,30,1,650,0,3,,,,
Car12,T3,35,1,660,0,3,,,,
Car12,T3,40,1,670,0,3,,,,
Car12,T3,45,1,680,0,3,,,,
Car12,T3,50,1,690,0,3,,,,
Car12,T3,55,1,700,0,3,,,,
Car12,T3,60,1,720,0,3,,,,
Car12,T4,5,1,540,1,5,,,,
Car12,T4,10,1,600,1,5,,,,
Car12,T4,15,1,620,1,5,,,,
Car12,T4,20,1,640,1,5,,,,
Car12,T4,25,1,660,1,5,,,,
Car12,T4,30,1,680,1,5,,,,
Car12,T4,35,1,700,1,5,,,,
Car12,T4,40,1,720,1,5,,,,
Car12,T4,45,1,740,1,5,,,,
Car12,T4,50,1,760,1,5,,,,
Car12,T4,55,1,780,1,5,,,,
Car12,T4,60,1,800,1,5,,,,
Car12,T5,5,0,540,1,5,,,,
Car12,T5,10,0,550,1,5,,,,
Car12,T5,15,0,600,1,5,,,,
Car12,T5,20,0,610,1,5,,,,
Car12,T5,25,0,618,1,5,,,,
Car12,T5,30,0,625,1,5,,,,
Car12,T5,35,0,632,1,5,,,,
Car12,T5,40,0,638,1,5,,,,
Car12,T5,45,0,647,0,3,,,,
Car12,T5,50,0,659,0,3,,,,
Car12,T5,55,0,668,0,3,,,,
Car12,T5,60,0,675,-1,1,,,,
Car12,T6,5,1,555,1,5,,,,
Car12,T6,10,1,600,1,5,,,,
Car12,T6,15,1,608,1,5,,,,
Car12,T6,20,1,610,1,5,,,,
Car12,T6,25,1,618,1,5,,,,
Car12,T6,30,1,626,1,5,,,,
Car12,T6,35,1,635,1,5,,,,
Car12,T6,40,1,639,1,5,,,,
Car12,T6,45,1,642,1,5,,,,
Car12,T6,50,1,645,1,5,,,,
Car12,T6,55,1,650,1,5,,,,
Car12,T6,60,1,658,1,5,,,,
Car12,T7,5,1,540,0,3,,,,
Car12,T7,10,1,555,0,3,,,,
Car12,T7,15,1,615,0,3,,,,
Car12,T7,20,1,628,0,3,,,,
Car12,T7,25,1,639,0,3,,,,
Car12,T7,30,1,650,0,3,,,,
Car12,T7,35,1,660,0,3,,,,
Car12,T7,40,1,670,0,3,,,,
Car12,T7,45,1,680,0,3,,,,
Car12,T7,50,1,690,0,3,,,,
Car12,T7,55,1,710,0,3,,,,
Car12,T7,60,1,725,0,3,,,,
Car12,T8,5,1,600,1,5,,,,
Car12,T8,10,1,625,1,5,,,,
Car12,T8,15,1,642,1,5,,,,
Car12,T8,20,1,662,1,5,,,,
Car12,T8,25,1,686,0,3,,,,
Car12,T8,30,1,700,0,3,,,,
Car12,T8,35,1,724,0,3,,,,
Car12,T8,40,1,752,0,3,,,,
Car12,T8,45,1,770,0,3,,,,
Car12,T8,50,1,780,0,3,,,,
Car12,T8,55,1,800,0,3,,,,
Car12,T8,60,1,820,-1,1,,,,
Car12,T9,5,1,540,-1,1,,,,
Car12,T9,10,1,545,1,5,,,,
Car12,T9,15,1,552,1,5,,,,
Car12,T9,20,1,558,1,5,,,,
Car12,T9,25,1,600,1,5,,,,
Car12,T9,30,1,615,1,5,,,,
Car12,T9,35,1,626,1,5,,,,
Car12,T9,40,1,638,1,5,,,,
Car12,T9,45,1,649,1,5,,,,
Car12,T9,50,1,658,1,5,,,,
Car12,T9,55,1,668,1,5,,,,
Car12,T9,60,1,680,1,5,,,,
Car12,T10,5,1,550,1,5,,,,
Car12,T10,10,1,600,1,5,,,,
Car12,T10,15,1,629,1,5,,,,
Car12,T10,20,1,637,1,5,,,,
Car12,T10,25,1,644,1,5,,,,
Car12,T10,30,1,655,1,5,,,,
Car12,T10,35,1,669,1,5,,,,
Car12,T10,40,1,680,1,5,,,,
Car12,T10,45,1,700,1,5,,,,
Car12,T10,50,1,720,1,5,,,,
Car12,T10,55,1,744,0,3,,,,
Car12,T10,60,1,758,0,3,,,,
Car13,T1,5,1,540,1,5,,,,
Car13,T1,10,1,555,1,5,,,,
Car13,T1,15,1,615,1,5,,,,
Car13,T1,20,1,628,1,5,,,,
Car13,T1,25,1,639,1,5,,,,
Car13,T1,30,1,650,1,5,,,,
Car13,T1,35,1,660,1,5,,,,
Car13,T1,40,1,670,1,5,,,,
Car13,T1,45,1,680,1,5,,,,
Car13,T1,50,1,690,1,5,,,,
Car13,T1,55,1,710,1,5,,,,
Car13,T1,60,1,725,1,5,,,,
Car13,T2,5,1,540,1,5,,,,
Car13,T2,10,1,600,1,5,,,,
Car13,T2,15,1,620,1,5,,,,
Car13,T2,20,1,640,1,5,,,,
Car13,T2,25,1,660,1,5,,,,
Car13,T2,30,1,680,0,3,,,,
Car13,T2,35,1,700,0,3,,,,
Car13,T2,40,1,720,0,3,,,,
Car13,T2,45,1,740,0,3,,,,
Car13,T2,50,1,760,0,3,,,,
Car13,T2,55,1,780,0,3,,,,
Car13,T2,60,1,800,-1,1,,,,
Car13,T3,5,1,555,1,5,,,,
Car13,T3,10,1,600,1,5,,,,
Car13,T3,15,1,608,1,5,,,,
Car13,T3,20,1,610,1,5,,,,
Car13,T3,25,1,618,1,5,,,,
Car13,T3,30,1,626,1,5,,,,
Car13,T3,35,1,635,1,5,,,,
Car13,T3,40,1,639,1,5,,,,
Car13,T3,45,1,642,1,5,,,,
Car13,T3,50,1,645,1,5,,,,
Car13,T3,55,1,650,1,5,,,,
Car13,T3,60,1,658,1,5,,,,
Car13,T4,5,1,540,1,5,,,,
Car13,T4,10,1,555,1,5,,,,
Car13,T4,15,1,615,1,5,,,,
Car13,T4,20,1,628,1,5,,,,
Car13,T4,25,1,639,1,5,,,,
Car13,T4,30,1,650,1,5,,,,
Car13,T4,35,1,660,1,5,,,,
Car13,T4,40,1,670,1,5,,,,
Car13,T4,45,1,680,1,5,,,,
Car13,T4,50,1,690,1,5,,,,
Car13,T4,55,1,710,1,5,,,,
Car13,T4,60,1,725,1,5,,,,
Car13,T5,5,1,540,0,3,,,,
Car13,T5,10,1,548,0,3,,,,
Car13,T5,15,1,555,0,3,,,,
Car13,T5,20,1,615,0,3,,,,
Car13,T5,25,1,628,0,3,,,,
Car13,T5,30,1,639,0,3,,,,
Car13,T5,35,1,650,0,3,,,,
Car13,T5,40,1,660,0,3,,,,
Car13,T5,45,1,670,0,3,,,,
Car13,T5,50,1,680,0,3,,,,
Car13,T5,55,1,690,0,3,,,,
Car13,T5,60,1,710,-1,1,,,,
Car13,T6,5,1,600,0,3,,,,
Car13,T6,10,1,610,0,3,,,,
Car13,T6,15,1,620,0,3,,,,
Car13,T6,20,1,630,0,3,,,,
Car13,T6,25,1,640,0,3,,,,
Car13,T6,30,1,650,0,3,,,,
Car13,T6,35,1,660,0,3,,,,
Car13,T6,40,1,670,0,3,,,,
Car13,T6,45,1,680,0,3,,,,
Car13,T6,50,1,690,0,3,,,,
Car13,T6,55,1,700,0,3,,,,
Car13,T6,60,1,720,0,3,,,,
Car13,T7,5,1,540,0,3,,,,
Car13,T7,10,1,600,1,5,,,,
Car13,T7,15,1,620,1,5,,,,
Car13,T7,20,1,640,1,5,,,,
Car13,T7,25,1,660,1,5,,,,
Car13,T7,30,1,680,1,5,,,,
Car13,T7,35,1,700,1,5,,,,
Car13,T7,40,1,720,1,5,,,,
Car13,T7,45,1,740,1,5,,,,
Car13,T7,50,1,760,1,5,,,,
Car13,T7,55,1,780,1,5,,,,
Car13,T7,60,1,800,1,5,,,,
Car13,T8,5,1,600,1,5,,,,
Car13,T8,10,1,625,1,5,,,,
Car13,T8,15,1,642,1,5,,,,
Car13,T8,20,1,662,1,5,,,,
Car13,T8,25,1,686,1,5,,,,
Car13,T8,30,1,700,1,5,,,,
Car13,T8,35,1,724,1,5,,,,
Car13,T8,40,1,752,1,5,,,,
Car13,T8,45,1,770,1,5,,,,
Car13,T8,50,1,780,1,5,,,,
Car13,T8,55,1,800,0,3,,,,
Car13,T8,60,1,820,0,3,,,,
Car13,T9,5,0,540,0,3,,,,
Car13,T9,10,0,600,0,3,,,,
Car13,T9,15,0,630,0,3,,,,
Car13,T9,20,0,660,0,3,,,,
Car13,T9,25,0,690,0,3,,,,
Car13,T9,30,0,720,0,3,,,,
Car13,T9,35,0,750,0,3,,,,
Car13,T9,40,0,770,0,3,,,,
Car13,T9,45,0,790,0,3,,,,
Car13,T9,50,0,800,0,3,,,,
Car13,T9,55,0,825,-1,1,,,,
Car13,T9,60,0,850,-1,1,,,,
Car13,T10,5,1,600,1,5,,,,
Car13,T10,10,1,625,1,5,,,,
Car13,T10,15,1,639,1,5,,,,
Car13,T10,20,1,652,1,5,,,,
Car13,T10,25,1,670,1,5,,,,
Car13,T10,30,1,690,1,5,,,,
Car13,T10,35,1,715,1,5,,,,
Car13,T10,40,1,730,1,5,,,,
Car13,T10,45,1,750,1,5,,,,
Car13,T10,50,1,780,1,5,,,,
Car13,T10,55,1,815,1,5,,,,
Car13,T10,60,1,830,1,5,,,,
Car14,T1,5,1,600,0,3,,,,
Car14,T1,10,1,610,0,3,,,,
Car14,T1,15,1,620,0,3,,,,
Car14,T1,20,1,630,0,3,,,,
Car14,T1,25,1,640,0,3,,,,
Car14,T1,30,1,650,0,3,,,,
Car14,T1,35,1,660,0,3,,,,
Car14,T1,40,1,670,0,3,,,,
Car14,T1,45,1,680,-1,1,,,,
Car14,T1,50,1,690,-1,1,,,,
Car14,T1,55,1,700,-1,1,,,,
Car14,T1,60,1,720,-1,1,,,,
Car14,T2,5,0,740,1,5,,,,
Car14,T2,10,0,600,1,5,,,,
Car14,T2,15,0,628,1,5,,,,
Car14,T2,20,0,646,1,5,,,,
Car14,T2,25,0,669,1,5,,,,
Car14,T2,30,0,689,1,5,,,,
Car14,T2,35,0,699,1,5,,,,
Car14,T2,40,0,720,1,5,,,,
Car14,T2,45,0,740,1,5,,,,
Car14,T2,50,0,760,1,5,,,,
Car14,T2,55,0,780,1,5,,,,
Car14,T2,60,0,805,0,3,,,,
Car14,T3,5,1,540,0,3,,,,
Car14,T3,10,1,600,0,3,,,,
Car14,T3,15,1,620,0,3,,,,
Car14,T3,20,1,640,0,3,,,,
Car14,T3,25,1,660,0,3,,,,
Car14,T3,30,1,680,0,3,,,,
Car14,T3,35,1,700,0,3,,,,
Car14,T3,40,1,720,0,3,,,,
Car14,T3,45,1,740,0,3,,,,
Car14,T3,50,1,760,0,3,,,,
Car14,T3,55,1,780,0,3,,,,
Car14,T3,60,1,800,0,3,,,,
Car14,T4,5,1,540,1,5,,,,
Car14,T4,10,1,555,1,5,,,,
Car14,T4,15,1,615,1,5,,,,
Car14,T4,20,1,628,1,5,,,,
Car14,T4,25,1,639,1,5,,,,
Car14,T4,30,1,650,1,5,,,,
Car14,T4,35,1,660,1,5,,,,
Car14,T4,40,1,670,1,5,,,,
Car14,T4,45,1,680,1,5,,,,
Car14,T4,50,1,690,1,5,,,,
Car14,T4,55,1,710,1,5,,,,
Car14,T4,60,1,725,1,5,,,,
Car14,T5,5,1,600,1,5,,,,
Car14,T5,10,1,625,1,5,,,,
Car14,T5,15,1,642,1,5,,,,
Car14,T5,20,1,662,1,5,,,,
Car14,T5,25,1,686,1,5,,,,
Car14,T5,30,1,700,1,5,,,,
Car14,T5,35,1,724,1,5,,,,
Car14,T5,40,1,752,1,5,,,,
Car14,T5,45,1,770,0,3,,,,
Car14,T5,50,1,780,0,3,,,,
Car14,T5,55,1,800,0,3,,,,
Car14,T5,60,1,820,-1,1,,,,
Car14,T6,5,1,600,1,5,,,,
Car14,T6,10,1,610,1,5,,,,
Car14,T6,15,1,620,1,5,,,,
Car14,T6,20,1,630,1,5,,,,
Car14,T6,25,1,640,1,5,,,,
Car14,T6,30,1,650,1,5,,,,
Car14,T6,35,1,660,1,5,,,,
Car14,T6,40,1,670,1,5,,,,
Car14,T6,45,1,680,1,5,,,,
Car14,T6,50,1,690,1,5,,,,
Car14,T6,55,1,700,1,5,,,,
Car14,T6,60,1,720,1,5,,,,
Car14,T7,5,1,540,0,3,,,,
Car14,T7,10,1,545,0,3,,,,
Car14,T7,15,1,552,0,3,,,,
Car14,T7,20,1,558,0,3,,,,
Car14,T7,25,1,600,0,3,,,,
Car14,T7,30,1,615,0,3,,,,
Car14,T7,35,1,626,0,3,,,,
Car14,T7,40,1,638,0,3,,,,
Car14,T7,45,1,649,0,3,,,,
Car14,T7,50,1,658,0,3,,,,
Car14,T7,55,1,668,0,3,,,,
Car14,T7,60,1,680,0,3,,,,
Car14,T8,5,1,555,1,5,,,,
Car14,T8,10,1,600,1,5,,,,
Car14,T8,15,1,608,1,5,,,,
Car14,T8,20,1,610,1,5,,,,
Car14,T8,25,1,618,0,3,,,,
Car14,T8,30,1,626,0,3,,,,
Car14,T8,35,1,635,0,3,,,,
Car14,T8,40,1,639,0,3,,,,
Car14,T8,45,1,642,0,3,,,,
Car14,T8,50,1,645,0,3,,,,
Car14,T8,55,1,650,0,3,,,,
Car14,T8,60,1,658,-1,1,,,,
Car14,T9,5,1,540,-1,1,,,,
Car14,T9,10,1,555,1,5,,,,
Car14,T9,15,1,615,1,5,,,,
Car14,T9,20,1,628,1,5,,,,
Car14,T9,25,1,639,1,5,,,,
Car14,T9,30,1,650,1,5,,,,
Car14,T9,35,1,660,1,5,,,,
Car14,T9,40,1,670,1,5,,,,
Car14,T9,45,1,680,1,5,,,,
Car14,T9,50,1,690,1,5,,,,
Car14,T9,55,1,710,1,5,,,,
Car14,T9,60,1,725,1,5,,,,
Car14,T10,5,1,600,1,5,,,,
Car14,T10,10,1,625,1,5,,,,
Car14,T10,15,1,642,1,5,,,,
Car14,T10,20,1,662,1,5,,,,
Car14,T10,25,1,686,1,5,,,,
Car14,T10,30,1,700,1,5,,,,
Car14,T10,35,1,724,1,5,,,,
Car14,T10,40,1,752,1,5,,,,
Car14,T10,45,1,770,1,5,,,,
Car14,T10,50,1,780,1,5,,,,
Car14,T10,55,1,800,0,3,,,,
Car14,T10,60,1,820,0,3,,,,
Car15,T1,5,1,600,1,5,,,,
Car15,T1,10,1,610,1,5,,,,
Car15,T1,15,1,620,1,5,,,,
Car15,T1,20,1,635,1,5,,,,
Car15,T1,25,1,642,1,5,,,,
Car15,T1,30,1,648,1,5,,,,
Car15,T1,35,1,653,1,5,,,,
Car15,T1,40,1,656,1,5,,,,
Car15,T1,45,1,662,1,5,,,,
Car15,T1,50,1,662,1,5,,,,
Car15,T1,55,1,668,1,5,,,,
Car15,T1,60,1,600,1,5,,,,
Car15,T2,5,1,600,1,5,,,,
Car15,T2,10,1,620,1,5,,,,
Car15,T2,15,1,632,1,5,,,,
Car15,T2,20,1,638,1,5,,,,
Car15,T2,25,1,648,1,5,,,,
Car15,T2,30,1,656,0,3,,,,
Car15,T2,35,1,669,0,3,,,,
Car15,T2,40,1,673,0,3,,,,
Car15,T2,45,1,678,0,3,,,,
Car15,T2,50,1,684,0,3,,,,
Car15,T2,55,1,690,0,3,,,,
Car15,T2,60,1,710,-1,1,,,,
Car15,T3,5,1,600,1,5,,,,
Car15,T3,10,1,610,1,5,,,,
Car15,T3,15,1,620,1,5,,,,
Car15,T3,20,1,630,1,5,,,,
Car15,T3,25,1,640,1,5,,,,
Car15,T3,30,1,650,1,5,,,,
Car15,T3,35,1,660,1,5,,,,
Car15,T3,40,1,670,1,5,,,,
Car15,T3,45,1,680,1,5,,,,
Car15,T3,50,1,690,1,5,,,,
Car15,T3,55,1,700,1,5,,,,
Car15,T3,60,1,720,1,5,,,,
Car15,T4,5,0,540,1,5,,,,
Car15,T4,10,0,600,1,5,,,,
Car15,T4,15,0,620,1,5,,,,
Car15,T4,20,0,640,1,5,,,,
Car15,T4,25,0,660,1,5,,,,
Car15,T4,30,0,680,1,5,,,,
Car15,T4,35,0,700,1,5,,,,
Car15,T4,40,0,720,1,5,,,,
Car15,T4,45,0,740,1,5,,,,
Car15,T4,50,0,760,1,5,,,,
Car15,T4,55,0,780,1,5,,,,
Car15,T4,60,0,800,1,5,,,,
Car15,T5,5,1,540,0,3,,,,
Car15,T5,10,1,550,0,3,,,,
Car15,T5,15,1,600,0,3,,,,
Car15,T5,20,1,610,0,3,,,,
Car15,T5,25,1,618,0,3,,,,
Car15,T5,30,1,625,0,3,,,,
Car15,T5,35,1,632,0,3,,,,
Car15,T5,40,1,638,0,3,,,,
Car15,T5,45,1,647,0,3,,,,
Car15,T5,50,1,659,0,3,,,,
Car15,T5,55,1,668,0,3,,,,
Car15,T5,60,1,675,-1,1,,,,
Car15,T6,5,1,555,0,3,,,,
Car15,T6,10,1,600,0,3,,,,
Car15,T6,15,1,608,0,3,,,,
Car15,T6,20,1,610,0,3,,,,
Car15,T6,25,1,618,0,3,,,,
Car15,T6,30,1,626,0,3,,,,
Car15,T6,35,1,635,0,3,,,,
Car15,T6,40,1,639,0,3,,,,
Car15,T6,45,1,642,0,3,,,,
Car15,T6,50,1,645,0,3,,,,
Car15,T6,55,1,650,0,3,,,,
Car15,T6,60,1,658,0,3,,,,
Car15,T7,5,1,540,0,3,,,,
Car15,T7,10,1,555,1,5,,,,
Car15,T7,15,1,615,1,5,,,,
Car15,T7,20,1,628,1,5,,,,
Car15,T7,25,1,639,1,5,,,,
Car15,T7,30,1,650,1,5,,,,
Car15,T7,35,1,660,1,5,,,,
Car15,T7,40,1,670,1,5,,,,
Car15,T7,45,1,680,1,5,,,,
Car15,T7,50,1,690,1,5,,,,
Car15,T7,55,1,710,1,5,,,,
Car15,T7,60,1,725,1,5,,,,
Car15,T8,5,1,600,1,5,,,,
Car15,T8,10,1,625,1,5,,,,
Car15,T8,15,1,642,1,5,,,,
Car15,T8,20,1,662,1,5,,,,
Car15,T8,25,1,686,1,5,,,,
Car15,T8,30,1,700,1,5,,,,
Car15,T8,35,1,724,1,5,,,,
Car15,T8,40,1,752,1,5,,,,
Car15,T8,45,1,770,1,5,,,,
Car15,T8,50,1,780,1,5,,,,
Car15,T8,55,1,800,0,3,,,,
Car15,T8,60,1,820,0,3,,,,
Car15,T9,5,1,540,0,3,,,,
Car15,T9,10,1,545,0,3,,,,
Car15,T9,15,1,552,0,3,,,,
Car15,T9,20,1,558,0,3,,,,
Car15,T9,25,1,600,0,3,,,,
Car15,T9,30,1,615,0,3,,,,
Car15,T9,35,1,626,0,3,,,,
Car15,T9,40,1,638,0,3,,,,
Car15,T9,45,1,649,0,3,,,,
Car15,T9,50,1,658,0,3,,,,
Car15,T9,55,1,668,-1,1,,,,
Car15,T9,60,1,680,-1,1,,,,
Car15,T10,5,1,550,1,5,,,,
Car15,T10,10,1,600,1,5,,,,
Car15,T10,15,1,629,1,5,,,,
Car15,T10,20,1,637,1,5,,,,
Car15,T10,25,1,644,1,5,,,,
Car15,T10,30,1,655,1,5,,,,
Car15,T10,35,1,669,1,5,,,,
Car15,T10,40,1,680,1,5,,,,
Car15,T10,45,1,700,1,5,,,,
Car15,T10,50,1,720,1,5,,,,
Car15,T10,55,1,744,1,5,,,,
Car15,T10,60,1,758,1,5,,,,
